transaction_id,attempt_number,retry_timestamp,hours_since_original_failure,retry_day_of_month,retry_outcome
fda938dd-72ef-4da7-b5ad-d834208a9176,1,2026-01-26 01:37:06.353380,5.64,26,success
6ad559cd-fa4d-4ddb-bf5e-4d7b7d6921ea,1,2026-01-27 11:02:28.938181,6.71,27,success
fb0daf2e-c65c-46d0-ad21-6ccbb57696a6,1,2026-04-22 07:42:34.679156,9.68,22,success
51882faa-3303-4475-914e-3397ad662b2a,1,2026-02-17 21:11:46.420481,5.7,17,failed
51882faa-3303-4475-914e-3397ad662b2a,2,2026-02-18 22:13:46.527670,30.73,18,failed
51882faa-3303-4475-914e-3397ad662b2a,3,2026-02-20 18:22:51.413359,74.88,20,failed
51882faa-3303-4475-914e-3397ad662b2a,4,2026-02-24 15:53:27.329379,168.39,24,failed
7797d485-6de4-4ba0-acc8-15886470c212,1,2026-05-07 03:13:31.962748,10.89,7,success
13eaf504-dbe9-43a8-ab56-587786922e79,1,2026-01-26 20:24:43.477533,8.23,26,failed
13eaf504-dbe9-43a8-ab56-587786922e79,2,2026-01-27 12:30:51.555069,24.33,27,success
70df95fc-2a39-4213-a993-877ae33c9e7a,1,2026-03-11 01:19:54.903798,9.8,11,success
35d890c3-c205-41f0-845c-30892446c6f2,1,2026-05-02 08:03:20.002213,1.14,2,failed
35d890c3-c205-41f0-845c-30892446c6f2,2,2026-05-03 17:29:39.050698,34.58,3,success
5f99140b-caca-460d-af71-fbba1ff90ff8,1,2026-04-14 05:01:53.046656,1.35,14,success
f961aadb-c83d-4a84-8c62-6c23a116fba5,1,2026-04-21 00:36:48.248136,5.18,21,success
8fa6e6cb-127c-41e4-abe8-76abe91185c5,1,2026-01-23 19:07:07.680258,7.47,23,failed
8fa6e6cb-127c-41e4-abe8-76abe91185c5,2,2026-01-24 20:25:51.471497,32.78,24,success
95c65c72-5d45-4871-a8ec-c30a924bd5a5,1,2026-02-07 14:00:31.826959,11.09,7,success
2c88f1f8-38f2-4c8f-97e2-f7674072171f,1,2026-05-07 14:26:18.465983,9.11,7,success
e55dd234-a8d6-4d8b-8601-c718e44d4361,1,2026-01-12 03:30:46.343709,7.93,12,failed
e55dd234-a8d6-4d8b-8601-c718e44d4361,2,2026-01-13 14:29:31.766618,42.91,13,failed
e55dd234-a8d6-4d8b-8601-c718e44d4361,3,2026-01-15 23:06:31.196183,99.53,15,failed
e55dd234-a8d6-4d8b-8601-c718e44d4361,4,2026-01-20 14:47:45.748576,211.21,20,failed
e41f5aab-5dd7-486b-9df1-fa7f36648857,1,2026-01-07 04:21:28.550636,5.24,7,failed
e41f5aab-5dd7-486b-9df1-fa7f36648857,2,2026-01-08 11:58:48.958094,36.86,8,failed
e41f5aab-5dd7-486b-9df1-fa7f36648857,3,2026-01-10 04:23:39.536880,77.28,10,failed
e41f5aab-5dd7-486b-9df1-fa7f36648857,4,2026-01-13 09:16:52.465595,154.16,13,success
039394c1-2f3a-44bd-bdf6-f4f30186395b,1,2026-01-23 05:17:22.435558,4.62,23,failed
039394c1-2f3a-44bd-bdf6-f4f30186395b,2,2026-01-24 09:56:18.555604,33.27,24,failed
039394c1-2f3a-44bd-bdf6-f4f30186395b,3,2026-01-27 05:57:29.541494,101.29,27,failed
039394c1-2f3a-44bd-bdf6-f4f30186395b,4,2026-01-31 06:11:26.327518,197.52,31,failed
a98de0ea-9227-4067-af23-d030b1cee126,1,2026-04-20 18:47:14.523276,7.12,20,failed
a98de0ea-9227-4067-af23-d030b1cee126,2,2026-04-22 04:33:00.540664,40.88,22,success
eedb90f1-87bf-4c69-aef7-85e1c34eb926,1,2026-06-28 01:49:29.837465,11.94,28,success
e7cbe4e6-7fc2-4108-84d8-c10f311a6843,1,2026-05-18 17:24:23.737803,8.74,18,failed
e7cbe4e6-7fc2-4108-84d8-c10f311a6843,2,2026-05-19 11:59:43.070686,27.33,19,success
146e6cb3-eef3-44b6-9c5a-63800a7a86b7,1,2026-05-24 04:01:13.074921,1.49,24,failed
146e6cb3-eef3-44b6-9c5a-63800a7a86b7,2,2026-05-25 08:03:29.142473,29.52,25,success
15caaf42-1a16-4f68-b2fe-1cd85e78a836,1,2026-02-09 17:40:55.718506,5.87,9,success
6c756d06-65cb-43a4-873b-24e606ef2c78,1,2026-06-05 02:35:26.204100,5.37,5,failed
6c756d06-65cb-43a4-873b-24e606ef2c78,2,2026-06-06 05:35:30.539019,32.38,6,failed
6c756d06-65cb-43a4-873b-24e606ef2c78,3,2026-06-08 06:11:51.513655,80.98,8,failed
6c756d06-65cb-43a4-873b-24e606ef2c78,4,2026-06-11 17:33:37.871556,164.34,11,success
be1eee1e-68ca-4f7b-93f0-e4b02e42a8fc,1,2026-02-18 17:06:50.829638,4.65,18,failed
be1eee1e-68ca-4f7b-93f0-e4b02e42a8fc,2,2026-02-20 02:52:19.760289,38.41,20,failed
be1eee1e-68ca-4f7b-93f0-e4b02e42a8fc,3,2026-02-23 00:23:38.618292,107.93,23,success
6db55428-3b2d-46ab-997a-2511c152e375,1,2026-01-25 01:25:00.842047,11.92,25,failed
6db55428-3b2d-46ab-997a-2511c152e375,2,2026-01-26 05:50:43.565849,40.35,26,failed
6db55428-3b2d-46ab-997a-2511c152e375,3,2026-01-28 20:42:20.292432,103.21,28,failed
6db55428-3b2d-46ab-997a-2511c152e375,4,2026-02-01 11:34:51.214375,190.08,1,failed
aa2cdc15-c460-4e3e-9c1e-f94b7299a1d5,1,2026-01-16 11:04:23.160851,6.79,16,failed
aa2cdc15-c460-4e3e-9c1e-f94b7299a1d5,2,2026-01-17 17:19:05.185114,37.03,17,failed
aa2cdc15-c460-4e3e-9c1e-f94b7299a1d5,3,2026-01-20 02:29:57.724398,94.22,20,failed
aa2cdc15-c460-4e3e-9c1e-f94b7299a1d5,4,2026-01-24 20:21:32.464436,208.08,24,failed
8cd27167-0ab2-4f76-8568-a22708aff07d,1,2026-02-23 10:32:24.023182,8.87,23,success
53462078-eb93-40f7-a10d-b00c6b6c8005,1,2026-02-11 18:35:58.134450,11.27,11,success
679d787d-88f1-48a4-a8cb-cc11dba716b1,1,2026-06-09 10:54:55.180709,5.55,9,failed
679d787d-88f1-48a4-a8cb-cc11dba716b1,2,2026-06-10 12:20:34.191430,30.98,10,failed
679d787d-88f1-48a4-a8cb-cc11dba716b1,3,2026-06-12 22:50:28.408355,89.47,12,failed
679d787d-88f1-48a4-a8cb-cc11dba716b1,4,2026-06-16 19:07:32.306798,181.76,16,failed
4d6206eb-ed4e-453d-87c6-41072629836e,1,2026-05-16 02:52:25.106270,8.02,16,success
a993fc34-2108-4fd2-aa23-de43e4c71b75,1,2026-02-13 11:12:29.002312,5.34,13,failed
a993fc34-2108-4fd2-aa23-de43e4c71b75,2,2026-02-14 23:11:12.374051,41.32,14,failed
a993fc34-2108-4fd2-aa23-de43e4c71b75,3,2026-02-17 21:21:15.270292,111.49,17,failed
a993fc34-2108-4fd2-aa23-de43e4c71b75,4,2026-02-22 03:50:16.700094,213.97,22,failed
ddffee01-4420-4820-9f93-d787d4dc1fe1,1,2026-01-11 07:44:17.869035,3.94,11,failed
ddffee01-4420-4820-9f93-d787d4dc1fe1,2,2026-01-12 09:35:44.437618,29.8,12,failed
ddffee01-4420-4820-9f93-d787d4dc1fe1,3,2026-01-14 23:14:40.291042,91.44,14,success
87858e74-9579-4112-a8c4-a6ffc828253b,1,2026-04-09 19:42:17.191320,2.27,9,failed
87858e74-9579-4112-a8c4-a6ffc828253b,2,2026-04-10 08:11:00.766082,14.75,10,failed
87858e74-9579-4112-a8c4-a6ffc828253b,3,2026-04-12 06:01:08.267215,60.59,12,failed
87858e74-9579-4112-a8c4-a6ffc828253b,4,2026-04-16 22:50:12.524905,173.4,16,failed
5efa0e5e-adf8-448d-806c-5abd97084731,1,2026-02-26 11:25:06.625265,4.49,26,failed
5efa0e5e-adf8-448d-806c-5abd97084731,2,2026-02-27 01:39:46.569331,18.73,27,failed
5efa0e5e-adf8-448d-806c-5abd97084731,3,2026-02-28 17:38:41.373330,58.71,28,failed
5efa0e5e-adf8-448d-806c-5abd97084731,4,2026-03-04 06:52:55.637169,143.95,4,success
048cffef-2d04-451d-8927-ef07a018d2a1,1,2026-01-17 17:32:06.048472,7.57,17,failed
048cffef-2d04-451d-8927-ef07a018d2a1,2,2026-01-18 13:15:29.095815,27.29,18,failed
048cffef-2d04-451d-8927-ef07a018d2a1,3,2026-01-20 20:58:01.305417,83.0,20,failed
048cffef-2d04-451d-8927-ef07a018d2a1,4,2026-01-24 15:48:48.164842,173.85,24,failed
2f3de044-10ac-4ae9-8ec1-77b5b52f262e,1,2026-05-16 07:46:15.516829,9.47,16,success
e7cab8cd-13d1-449b-be8d-fb5858adc2dc,1,2026-03-16 20:09:21.229303,6.34,16,success
e8d66f5c-257e-405b-9fc8-88d6b9b3340a,1,2026-01-27 09:45:32.842695,6.24,27,failed
e8d66f5c-257e-405b-9fc8-88d6b9b3340a,2,2026-01-28 18:28:29.420132,38.96,28,success
8eb7a058-7ead-4bda-84a7-bb24ef96f1d8,1,2026-05-25 04:58:24.938644,10.26,25,success
99bb1612-62b2-4842-86e2-80c66bbeaedc,1,2026-01-26 20:32:27.751880,10.92,26,success
d8d81115-2981-402c-9e0a-34cd48a4b540,1,2026-06-17 14:45:40.941139,4.49,17,failed
d8d81115-2981-402c-9e0a-34cd48a4b540,2,2026-06-18 21:42:53.174923,35.45,18,success
3a8ab234-7b6d-4665-b622-9dee2c60491e,1,2026-02-07 00:50:46.916808,5.61,7,success
21417e8b-93f5-4843-a873-471498009e52,1,2026-04-04 03:10:29.045948,9.26,4,success
4fb8f4c6-177c-48ae-bff6-3621cf0dfd5e,1,2026-02-07 20:02:28.361346,3.04,7,success
f7711322-427b-4579-959c-bfd61309215f,1,2026-05-20 19:55:44.822030,2.08,20,failed
f7711322-427b-4579-959c-bfd61309215f,2,2026-05-21 07:57:16.876521,14.1,21,failed
f7711322-427b-4579-959c-bfd61309215f,3,2026-05-22 23:50:13.561253,53.99,22,failed
f7711322-427b-4579-959c-bfd61309215f,4,2026-05-26 07:13:05.789219,133.37,26,failed
0e116c7d-4e67-4ae5-be35-793a3f50243e,1,2026-02-16 19:32:47.706192,4.13,16,success
ee76bd62-15b4-468e-bee3-e03dbc8551c6,1,2026-03-28 01:46:49.124826,1.45,28,failed
ee76bd62-15b4-468e-bee3-e03dbc8551c6,2,2026-03-28 19:14:55.906528,18.92,28,success
d67e1059-f8cb-4ecc-a9c1-eed72ead3cc6,1,2026-01-16 03:35:43.662794,10.35,16,success
332026d1-e87a-4df5-bb0e-62c4f1ea44fe,1,2026-06-07 01:41:28.058802,2.31,7,failed
332026d1-e87a-4df5-bb0e-62c4f1ea44fe,2,2026-06-08 04:26:16.469764,29.05,8,success
ea24cd3e-a752-48f4-8482-2b505acf7ead,1,2026-01-02 10:51:52.401497,11.06,2,failed
ea24cd3e-a752-48f4-8482-2b505acf7ead,2,2026-01-03 18:33:36.789746,42.76,3,success
66a52d4c-1e06-4415-869d-7fafe347167e,1,2026-04-17 13:01:57.261732,10.42,17,success
7b982c7f-2e95-4b2c-bc78-b53c8a910581,1,2026-02-19 06:17:17.304389,3.29,19,failed
7b982c7f-2e95-4b2c-bc78-b53c8a910581,2,2026-02-20 17:39:24.040362,38.66,20,failed
7b982c7f-2e95-4b2c-bc78-b53c8a910581,3,2026-02-23 14:19:54.593724,107.33,23,success
8a306b63-4361-4f90-afda-1055b2025057,1,2026-06-07 18:44:28.634127,10.67,7,success
66ac7426-31c7-4301-bc9c-05626269de89,1,2026-02-02 21:45:45.646858,4.8,2,success
03cf7a97-2d7e-45b3-8417-fcb2465e4931,1,2026-04-14 23:23:33.857525,8.69,14,success
08b04bce-7997-4ae8-88e9-7fa6e87d60ca,1,2026-01-22 16:07:15.531886,3.32,22,success
75384d64-246e-4f3a-9a2f-899163f79540,1,2026-04-03 19:53:48.336793,5.11,3,failed
75384d64-246e-4f3a-9a2f-899163f79540,2,2026-04-05 05:07:33.231276,38.34,5,failed
75384d64-246e-4f3a-9a2f-899163f79540,3,2026-04-07 01:32:37.641554,82.76,7,success
80eba4f4-b663-40e1-9253-39e3ad8f3341,1,2026-02-24 09:10:42.785961,11.31,24,failed
80eba4f4-b663-40e1-9253-39e3ad8f3341,2,2026-02-25 00:45:22.951564,26.89,25,failed
80eba4f4-b663-40e1-9253-39e3ad8f3341,3,2026-02-26 20:02:34.273619,70.18,26,failed
80eba4f4-b663-40e1-9253-39e3ad8f3341,4,2026-03-02 10:44:31.626045,156.88,2,success
51d7bda4-6e5d-4c8b-80ff-5f62bf693665,1,2026-05-25 01:27:19.422034,4.31,25,failed
51d7bda4-6e5d-4c8b-80ff-5f62bf693665,2,2026-05-26 10:41:48.130325,37.55,26,failed
51d7bda4-6e5d-4c8b-80ff-5f62bf693665,3,2026-05-28 08:31:55.553926,83.38,28,failed
51d7bda4-6e5d-4c8b-80ff-5f62bf693665,4,2026-06-01 21:55:59.129235,192.78,1,failed
04ed6b0c-af9b-457e-a2a6-66562e36a767,1,2026-04-19 08:28:53.934600,4.98,19,failed
04ed6b0c-af9b-457e-a2a6-66562e36a767,2,2026-04-20 02:50:56.692787,23.35,20,success
6f2ab89a-d3d5-4c5f-b4ae-92922fa145a2,1,2026-06-26 06:12:19.643647,4.14,26,failed
6f2ab89a-d3d5-4c5f-b4ae-92922fa145a2,2,2026-06-26 23:10:11.161173,21.1,26,failed
6f2ab89a-d3d5-4c5f-b4ae-92922fa145a2,3,2026-06-28 20:09:27.387724,66.09,28,failed
6f2ab89a-d3d5-4c5f-b4ae-92922fa145a2,4,2026-07-02 03:27:41.229871,145.39,2,failed
add236e6-9e10-4d81-80b7-0cd65a889b15,1,2026-04-21 16:24:38.221422,4.28,21,failed
add236e6-9e10-4d81-80b7-0cd65a889b15,2,2026-04-22 22:32:54.776418,34.42,22,success
f22fc44a-0bf5-4f98-81e1-8aae91a5aa9e,1,2026-03-18 16:08:28.310159,1.72,18,failed
f22fc44a-0bf5-4f98-81e1-8aae91a5aa9e,2,2026-03-19 04:14:55.732415,13.83,19,success
c18c2820-c980-4e37-bd6f-0cb7b254e35a,1,2026-02-26 06:35:55.165314,11.62,26,failed
c18c2820-c980-4e37-bd6f-0cb7b254e35a,2,2026-02-27 00:07:22.023744,29.14,27,success
55b6d42d-2c6d-4021-87a7-8f26de8ed964,1,2026-03-20 18:23:15.985305,10.27,20,success
d0c847c6-b5c0-48a6-8c81-d5fa4f462e9e,1,2026-01-28 12:16:26.626004,1.22,28,success
e4f89a8c-432d-420d-9d99-b370239174b8,1,2026-05-12 00:32:07.012757,5.9,12,failed
e4f89a8c-432d-420d-9d99-b370239174b8,2,2026-05-13 08:55:09.746396,38.29,13,failed
e4f89a8c-432d-420d-9d99-b370239174b8,3,2026-05-15 22:36:09.021866,99.97,15,failed
e4f89a8c-432d-420d-9d99-b370239174b8,4,2026-05-20 07:23:06.283451,204.75,20,failed
a2c864b8-f9be-432e-b900-a81de6d52044,1,2026-04-28 22:08:08.590315,10.89,28,success
17f26419-1d80-49af-aaae-1dc21b5a6f66,1,2026-02-18 23:46:26.182272,1.46,18,failed
17f26419-1d80-49af-aaae-1dc21b5a6f66,2,2026-02-20 05:03:10.873551,30.74,20,failed
17f26419-1d80-49af-aaae-1dc21b5a6f66,3,2026-02-22 12:33:48.450149,86.25,22,failed
17f26419-1d80-49af-aaae-1dc21b5a6f66,4,2026-02-26 02:43:26.670558,172.41,26,failed
3425b974-20a1-4db2-89c1-ea8794ba6db9,1,2026-02-21 21:46:37.809694,7.46,21,failed
3425b974-20a1-4db2-89c1-ea8794ba6db9,2,2026-02-22 22:03:02.648943,31.73,22,failed
3425b974-20a1-4db2-89c1-ea8794ba6db9,3,2026-02-24 16:56:52.148811,74.63,24,failed
3425b974-20a1-4db2-89c1-ea8794ba6db9,4,2026-03-01 15:22:58.848730,193.07,1,success
2f7a2943-bcde-429e-8a59-0f6443040bf6,1,2026-03-11 11:45:20.722706,1.17,11,failed
2f7a2943-bcde-429e-8a59-0f6443040bf6,2,2026-03-12 14:14:21.603739,27.66,12,success
ffc94652-8c34-4411-9777-4d68fc7ac3c7,1,2026-02-15 16:30:39.030192,1.71,15,success
58ce5f0b-ca68-40b7-a08e-689cacd10981,1,2026-05-28 02:47:30.628816,1.66,28,failed
58ce5f0b-ca68-40b7-a08e-689cacd10981,2,2026-05-29 09:39:21.241052,32.52,29,success
920c5d39-28e8-4c23-b331-8fe5ef3ffe71,1,2026-05-20 05:14:37.650451,3.91,20,success
edbfff01-aaaf-4c4d-8d68-520ac397ece1,1,2026-03-15 18:58:56.647651,7.97,15,success
ad274c74-a618-4510-ad58-b10041c08285,1,2026-02-26 21:22:08.706882,2.45,26,success
e1c79fb1-2ee1-4180-a73d-d2e672d2422c,1,2026-03-11 01:26:17.404842,4.37,11,success
b67794e0-b016-4f92-867f-eae219319e5c,1,2026-02-28 02:13:43.662586,3.41,28,success
82d3f929-a442-456a-82ad-d86d1817cc59,1,2026-02-23 14:08:48.365373,5.23,23,failed
82d3f929-a442-456a-82ad-d86d1817cc59,2,2026-02-24 02:29:22.241084,17.57,24,failed
82d3f929-a442-456a-82ad-d86d1817cc59,3,2026-02-26 20:49:11.892505,83.9,26,failed
82d3f929-a442-456a-82ad-d86d1817cc59,4,2026-03-02 10:57:01.573637,170.03,2,failed
bfe3bba4-e6c5-40b2-8e88-d55d197fc5be,1,2026-04-17 22:02:33.413781,6.73,17,failed
bfe3bba4-e6c5-40b2-8e88-d55d197fc5be,2,2026-04-18 17:40:55.463432,26.37,18,success
7e045751-0750-4071-8048-a8e689932552,1,2026-01-25 00:40:58.281966,1.22,25,failed
7e045751-0750-4071-8048-a8e689932552,2,2026-01-26 02:31:16.211673,27.05,26,failed
7e045751-0750-4071-8048-a8e689932552,3,2026-01-27 21:32:57.392258,70.08,27,failed
7e045751-0750-4071-8048-a8e689932552,4,2026-02-01 15:47:09.469704,184.32,1,failed
33ea2a26-2c2c-43dc-9cf5-96fed81f2721,1,2026-06-17 23:05:47.341749,3.76,17,success
8777253b-2556-4a1b-b702-ebc3b9297235,1,2026-06-15 16:33:47.452272,8.4,15,failed
8777253b-2556-4a1b-b702-ebc3b9297235,2,2026-06-16 20:50:56.380831,36.68,16,failed
8777253b-2556-4a1b-b702-ebc3b9297235,3,2026-06-19 13:53:26.314375,101.72,19,failed
8777253b-2556-4a1b-b702-ebc3b9297235,4,2026-06-24 00:43:24.983688,208.56,24,success
e841c372-28df-42da-b70d-10abfbeb036f,1,2026-06-12 20:56:58.762094,6.23,12,success
ee6efd39-e54a-4ab1-a3ad-da5c5a0a12e0,1,2026-02-15 01:57:01.273020,2.05,15,success
b31e394c-da00-4273-8186-7d18d84a6f17,1,2026-03-22 17:27:31.860701,7.83,22,success
1125e302-0813-4d51-adcc-9ccd91074a06,1,2026-01-19 13:50:04.578204,7.78,19,failed
1125e302-0813-4d51-adcc-9ccd91074a06,2,2026-01-20 11:43:06.330070,29.67,20,failed
1125e302-0813-4d51-adcc-9ccd91074a06,3,2026-01-22 11:48:18.072338,77.76,22,failed
1125e302-0813-4d51-adcc-9ccd91074a06,4,2026-01-26 00:15:39.679326,162.21,26,failed
984ae039-5f0e-46fb-a017-2d83fb08932a,1,2026-05-02 08:33:05.739887,2.3,2,failed
984ae039-5f0e-46fb-a017-2d83fb08932a,2,2026-05-03 13:59:59.444197,31.75,3,failed
984ae039-5f0e-46fb-a017-2d83fb08932a,3,2026-05-05 17:02:01.363519,82.78,5,success
0fa3e75a-3d2b-4870-8755-307fa2d934c0,1,2026-03-14 03:37:31.553300,4.01,14,failed
0fa3e75a-3d2b-4870-8755-307fa2d934c0,2,2026-03-15 12:53:29.972947,37.27,15,success
413819ac-5ec5-4e7c-9d8c-1b416a25253c,1,2026-02-22 00:28:45.196353,3.3,22,success
474e984c-ff5f-4e61-885f-f61a8ac524b4,1,2026-02-18 13:27:31.569382,11.69,18,failed
474e984c-ff5f-4e61-885f-f61a8ac524b4,2,2026-02-19 07:44:45.376619,29.98,19,failed
474e984c-ff5f-4e61-885f-f61a8ac524b4,3,2026-02-21 03:02:46.275346,73.28,21,failed
474e984c-ff5f-4e61-885f-f61a8ac524b4,4,2026-02-25 02:32:12.955411,168.77,25,failed
dc6d66ad-f568-4dbb-a295-6a4407ca18c4,1,2026-02-11 05:21:31.044532,10.44,11,success
07df48c5-b4d6-40cf-b536-73425ad0d625,1,2026-02-05 10:15:37.566215,1.69,5,success
cbfc21af-0a86-4b3a-ae59-2abafacd5d4f,1,2026-01-25 12:07:41.833032,2.18,25,failed
cbfc21af-0a86-4b3a-ae59-2abafacd5d4f,2,2026-01-26 10:09:28.342667,24.21,26,failed
cbfc21af-0a86-4b3a-ae59-2abafacd5d4f,3,2026-01-29 06:29:07.942332,92.54,29,failed
cbfc21af-0a86-4b3a-ae59-2abafacd5d4f,4,2026-02-02 22:49:10.923706,204.87,2,success
75ead99b-afe3-4222-99d8-3a03996e8ccc,1,2026-04-15 05:04:28.539913,8.69,15,failed
75ead99b-afe3-4222-99d8-3a03996e8ccc,2,2026-04-15 17:31:03.258415,21.13,15,failed
75ead99b-afe3-4222-99d8-3a03996e8ccc,3,2026-04-18 13:57:24.531533,89.57,18,failed
75ead99b-afe3-4222-99d8-3a03996e8ccc,4,2026-04-21 23:32:16.183675,171.15,21,failed
d3499380-daf2-44b1-b30d-7bac045efb97,1,2026-06-26 01:59:51.257697,11.18,26,failed
d3499380-daf2-44b1-b30d-7bac045efb97,2,2026-06-27 13:35:29.098914,46.77,27,failed
d3499380-daf2-44b1-b30d-7bac045efb97,3,2026-06-29 04:01:26.858859,85.21,29,success
ac57c00a-93dd-4076-a02e-15af482a0605,1,2026-03-11 03:13:50.907345,9.55,11,failed
ac57c00a-93dd-4076-a02e-15af482a0605,2,2026-03-12 10:28:14.054151,40.79,12,failed
ac57c00a-93dd-4076-a02e-15af482a0605,3,2026-03-14 21:34:53.825064,99.9,14,failed
ac57c00a-93dd-4076-a02e-15af482a0605,4,2026-03-18 09:05:12.306507,183.4,18,success
f86805a8-77e0-4dcf-9d74-aef4267bd131,1,2026-01-25 12:32:45.702799,2.11,25,failed
f86805a8-77e0-4dcf-9d74-aef4267bd131,2,2026-01-26 18:32:19.852766,32.11,26,failed
f86805a8-77e0-4dcf-9d74-aef4267bd131,3,2026-01-29 02:55:26.457474,88.49,29,failed
f86805a8-77e0-4dcf-9d74-aef4267bd131,4,2026-02-01 17:44:48.255194,175.31,1,success
148ac163-899d-449c-b217-f0067d912d68,1,2026-03-20 23:09:36.517680,8.21,20,success
59734045-2fdc-45c3-9b6b-17e5d67e2ca3,1,2026-01-16 11:03:11.472905,2.89,16,success
4a87f24c-adaa-4281-9e74-3aff864a5790,1,2026-02-22 08:40:35.058683,11.53,22,failed
4a87f24c-adaa-4281-9e74-3aff864a5790,2,2026-02-23 16:58:02.250076,43.82,23,failed
4a87f24c-adaa-4281-9e74-3aff864a5790,3,2026-02-25 16:10:11.345395,91.02,25,failed
4a87f24c-adaa-4281-9e74-3aff864a5790,4,2026-02-28 17:16:29.069162,164.12,28,failed
12b47ad4-62da-4c0c-bd63-fd1c5f805939,1,2026-05-29 09:42:56.383158,7.25,29,failed
12b47ad4-62da-4c0c-bd63-fd1c5f805939,2,2026-05-30 04:31:41.366984,26.06,30,success
18e7c2c3-4254-4703-9096-470836f7dbdd,1,2026-04-08 16:14:07.853696,4.0,8,failed
18e7c2c3-4254-4703-9096-470836f7dbdd,2,2026-04-09 14:32:59.012219,26.32,9,failed
18e7c2c3-4254-4703-9096-470836f7dbdd,3,2026-04-11 20:29:07.760779,80.25,11,failed
18e7c2c3-4254-4703-9096-470836f7dbdd,4,2026-04-16 14:49:44.080434,194.6,16,failed
822d5a21-ebf6-4f89-b24b-a12ef6c90fd0,1,2026-01-21 09:07:36.789732,5.24,21,success
55a64acb-4a63-492d-8061-9f7c3299c60a,1,2026-06-09 15:39:42.113122,9.28,9,failed
55a64acb-4a63-492d-8061-9f7c3299c60a,2,2026-06-10 07:50:27.025582,25.46,10,success
f175077a-2351-4d11-843f-ecd843562952,1,2026-03-17 02:27:23.930657,3.16,17,failed
f175077a-2351-4d11-843f-ecd843562952,2,2026-03-18 03:48:22.950652,28.51,18,failed
f175077a-2351-4d11-843f-ecd843562952,3,2026-03-21 02:39:45.389074,99.36,21,failed
f175077a-2351-4d11-843f-ecd843562952,4,2026-03-24 20:10:33.900619,188.88,24,failed
4c93894d-a522-4fff-a6c8-de956ba491fc,1,2026-06-18 04:41:59.520596,5.4,18,failed
4c93894d-a522-4fff-a6c8-de956ba491fc,2,2026-06-19 13:26:41.411144,38.14,19,success
b90dca57-9c6e-4eb7-a966-97984fa20199,1,2026-03-15 16:53:21.575589,2.36,15,failed
b90dca57-9c6e-4eb7-a966-97984fa20199,2,2026-03-16 20:50:50.849970,30.31,16,failed
b90dca57-9c6e-4eb7-a966-97984fa20199,3,2026-03-19 00:09:28.691708,81.62,19,failed
b90dca57-9c6e-4eb7-a966-97984fa20199,4,2026-03-23 03:40:34.983703,181.14,23,failed
f9be6aa3-1eae-4c8c-8598-2c46fc0e2ecf,1,2026-02-24 15:10:01.142562,11.85,24,failed
f9be6aa3-1eae-4c8c-8598-2c46fc0e2ecf,2,2026-02-25 13:37:10.584654,34.3,25,failed
f9be6aa3-1eae-4c8c-8598-2c46fc0e2ecf,3,2026-02-28 06:11:13.497754,98.87,28,failed
f9be6aa3-1eae-4c8c-8598-2c46fc0e2ecf,4,2026-03-03 22:21:48.498289,187.05,3,failed
643b32dc-5d20-435d-8ffa-6414d9f461fc,1,2026-04-10 20:25:46.055923,4.51,10,failed
643b32dc-5d20-435d-8ffa-6414d9f461fc,2,2026-04-12 05:47:58.097490,37.88,12,failed
643b32dc-5d20-435d-8ffa-6414d9f461fc,3,2026-04-15 04:25:40.535814,108.51,15,failed
643b32dc-5d20-435d-8ffa-6414d9f461fc,4,2026-04-18 23:29:48.134775,199.58,18,failed
8019c247-0cd9-4690-8fd9-05e889c02f19,1,2026-02-11 23:26:05.807838,2.82,11,failed
8019c247-0cd9-4690-8fd9-05e889c02f19,2,2026-02-12 16:02:02.065081,19.42,12,failed
8019c247-0cd9-4690-8fd9-05e889c02f19,3,2026-02-14 09:18:09.825023,60.69,14,failed
8019c247-0cd9-4690-8fd9-05e889c02f19,4,2026-02-19 00:23:38.841454,171.78,19,failed
47c0dde1-c0f9-4d2b-a4da-f0685e9e2ff6,1,2026-04-17 14:31:12.731498,10.42,17,failed
47c0dde1-c0f9-4d2b-a4da-f0685e9e2ff6,2,2026-04-18 21:53:42.757464,41.8,18,failed
47c0dde1-c0f9-4d2b-a4da-f0685e9e2ff6,3,2026-04-20 23:29:44.366361,91.4,20,failed
47c0dde1-c0f9-4d2b-a4da-f0685e9e2ff6,4,2026-04-25 14:59:47.124583,202.9,25,failed
53f048e9-83ca-4119-9a37-18dc2f1606b6,1,2026-02-23 18:48:34.474512,3.31,23,failed
53f048e9-83ca-4119-9a37-18dc2f1606b6,2,2026-02-24 15:44:45.426646,24.25,24,success
690dbc11-b006-460a-a94e-8fb5706174ee,1,2026-06-08 05:40:33.499464,3.36,8,failed
690dbc11-b006-460a-a94e-8fb5706174ee,2,2026-06-08 23:34:01.326623,21.25,8,success
4edda313-34ee-4258-9c56-1cb50186562e,1,2026-02-26 06:36:40.618344,3.19,26,failed
4edda313-34ee-4258-9c56-1cb50186562e,2,2026-02-26 20:30:38.891350,17.09,26,success
265a82d8-a83b-4dae-b85e-b5d759f79f00,1,2026-02-12 05:05:46.369712,6.81,12,failed
265a82d8-a83b-4dae-b85e-b5d759f79f00,2,2026-02-13 15:13:56.067902,40.95,13,failed
